bid,secondary_index
1170467,"8.2
"
1170620,"7.3
"
1170778,"7.7
"
1170994,"6.9
"
1171141,"6.4
"
1171307,"6.6
"
1171526,"6
"
1171768,"5.9
"
1171938,"7.6
"
1172085,"6.1
"
1172253,"3.7
"
1172583,"4.5
"
1172779,"6.1
"
1172990,"6.7
"
1173100,"5.6
"
1173242,"5.4
"
1173453,"7.1
"
1173725,"6.5
"
1173829,"6.6
"
1173992,"5.8
"
1174144,"5.3
"
1174326,"5.7
"
1174469,"6.5
"
1174615,"7.1
"
1174805,"6.6
"
1174994,"6.5
"
1175133,"6.7
"
1175268,"6.1
"
1175519,"7.9
"
1175669,"5.5
"
1175874,"6.2
"
1176108,"5.7
"
1176245,"5.6
"
1176419,"6.6
"
1176626,"6.2
"
1176731,"6.3
"
1176832,"5.5
"
1177000,"7.3
"
1177175,"6.8
"
1177395,"6.4
"
1177697,"6.9
"
1177880,"6.3
"
1177990,"7.1
"
1178185,"6.3
"
1178323,"6.4
"
1178425,"6.6
"
1178532,"5.8
"
1178732,"6
"
1178969,"6.2
"
1179090,"7.1
"
1179301,"6.6
"
1179477,"6
"
1179646,"7.2
"
1179816,"6.4
"
1179988,"6
"
1180222,"6.8
"
1180443,"5.8
"
1180589,"7.5
"
1180731,"7.6
"
1180840,"7
"
1181007,"6.7
"
1181179,"6.2
"
1181359,"6.5
"
1181564,"6.3
"
1181739,"6.6
"
1181963,"7.1
"
1182142,"6
"
1182290,"6.6
"
1182433,"6.1
"
1182691,"7.6
"
1182866,"7.1
"
1183039,"7.3
"
1183210,"5.2
"
1183437,"6.4
"
1183625,"7.3
"
1183769,"7.1
"
1183950,"7
"
1184090,"7
"
1184201,"7.5
"
1184426,"7.8
"
1184607,"6.4
"
1184787,"7.4
"
1184898,"7.4
"
1185077,"7.6
"
1185230,"7
"
1185407,"7.3
"
1185635,"7.8
"
1185833,"7.6
"
1185972,"7.2
"
1186157,"7.3
"
1186257,"7.7
"
1186466,"7
"
1186656,"6.2
"
1186789,"7.2
"
1186967,"7.6
"
1187154,"6.1
"
1187327,"6.3
"
1187470,"6.2
"
1187660,"6.9
"
1187834,"7.4
"
1188014,"5.9
"
1188162,"6.9
"
1188331,"6.8
"
1188560,"7.3
"
1188811,"7.8
"
1188994,"7.3
"
1189187,"6.6
"
1189332,"6.6
"
1189475,"6.9
"
1189647,"6
"
1189788,"6.8
"
1189939,"7.3
"
1190091,"6.5
"
1190238,"6.4
"
1190384,"7.7
"
1190582,"6.3
"
1190688,"5.9
"
1190832,"5.7
"
1190995,"5.7
"
1191100,"5.6
"
1191313,"5.3
"
1191424,"6
"
1191604,"6.3
"
1191775,"6.7
"
1192029,"6.7
"
1192259,"7.1
"
1192398,"7.6
"
1192543,"5.6
"
1192676,"6.8
"
1192889,"6.9
"
1193063,"7.6
"
1193234,"7.9
"
1193442,"5.1
"
1193652,"6.7
"
1193837,"5.5
"
1193980,"3.4
"
1194085,"7.2
"
1194255,"6.8
"
1194507,"7
"
1194687,"7
"
1194792,"6.5
"
1194862,"7.1
"
1195050,"5.5
"
1195211,"6.7
"
1195360,"5.9
"
1195501,"6.5
"
1195638,"6.5
"
1195782,"7.6
"
1195940,"3
"
1196116,"6.7
"
1196379,"7.2
"
1196559,"7.4
"
1196732,"6.7
"
1196918,"7.2
"
1196999,"6.9
"
1197220,"7
"
1197347,"6.2
"
1197467,"6
"
1197636,"7.3
"
1197879,"0
"
1197958,"6.1
"
1198030,"7.6
"
1198196,"5.4
"
1198412,"6.3
"
1198635,"5.1
"
1198743,"6.4
"
1198897,"5.9
"
1199199,"8.1
"
1199403,"6.5
"
1199548,"6.6
"
1199658,"7.6
"
1199835,"5.9
"
1199985,"7
"
1200143,"4.8
"
1200352,"7
"
1200480,"6
"
1200595,"6.7
"
1200703,"5.9
"
1200945,"6.9
"
1201118,"5.7
"
1201225,"5.4
"
1201407,"6.6
"
1201593,"6.1
"
1201704,"6.1
"
1202063,"4.3
"
1202175,"7.6
"
1202347,"6.7
"
1202451,"5.8
"
1202597,"5.5
"
1202804,"4.7
"
1202907,"6.8
"
1203018,"6.3
"
1203241,"6.2
"
1203387,"6.8
"
1203534,"6.6
"
1203680,"5.4
"
1203934,"4.9
"
1204076,"5.9
"
1204274,"6.1
"
1204430,"6.9
"
1204605,"5.3
"
1204781,"3.2
"
1204892,"5.5
"
1205029,"3
"
1205178,"6.5
"
1205215,"5.8
"
1205335,"6.8
"
1205447,"6.2
"
1205698,"7
"
1205808,"7.4
"
1206016,"6.5
"
1206159,"5.9
"
1206323,"5.4
"
1206530,"3.8
"
1206648,"7.4
"
1206810,"6.1
"
1206989,"5.6
"
1207174,"5.5
"
1207345,"6.2
"
1207587,"6.7
"
1207845,"7.3
"
1207951,"6
"
1208127,"6.6
"
1208315,"7.3
"
1208470,"7.5
"
1208617,"6.6
"
1208834,"6.7
"
1209099,"5.4
"
1209219,"4.9
"
1209396,"7.6
"
1209713,"7
"
1209912,"7.2
"
1210156,"7.9
"
1210330,"6.7
"
1210506,"6
"
1210648,"6
"
1210792,"4.1
"
1210932,"7.2
"
1211096,"6.1
"
1211278,"7
"
1211469,"5.2
"
1211700,"7
"
1211851,"4.9
"
1212065,"5.1
"
1212299,"6.5
"
1212471,"4.9
"
1212602,"5.9
"
1212745,"4.4
"
1212851,"7.5
"
1212955,"7
"
1213125,"6.5
"
1213307,"6.2
"
1213452,"7.5
"
1213594,"6.8
"
1213811,"6.1
"
1213980,"7.3
"
1214151,"3.6
"
1214332,"7.4
"
1214479,"1.6
"
1214640,"5
"
1214744,"4
"
1214887,"6.8
"
1215182,"5.1
"
1215411,"6.8
"
1215582,"7.1
"
1215738,"5.6
"
1215857,"6
"
1216019,"6.5
"
1216181,"7.3
"
1216339,"5.5
"
1216499,"7.6
"
1216681,"5
"
1216819,"5.6
"
1216962,"4.8
"
1217072,"6.8
"
1217243,"5.7
"
1217400,"5
"
1217575,"7
"
1217707,"7
"
1217820,"7.2
"
1218003,"6.5
"
1218198,"5
"
1218326,"5.1
"
1218535,"6
"
1218684,"5.3
"
1218903,"2.5
"
1219053,"7
"
1219215,"6.5
"
1219365,"7.7
"
1219538,"6.4
"
1219656,"5.4
"
1219795,"6.1
"
1220011,"5.6
"
1220151,"6.7
"
1220361,"5.7
"
1220497,"6
"
1220613,"1
"
1220754,"5
"
1220923,"6.2
"
1221089,"6.6
"
1221306,"7.1
"
1221475,"6.4
"
1221679,"6.4
"
1221792,"5.3
"
1221949,"6.6
"
1222074,"4.8
"
1222182,"3.6
"
1222321,"6.6
"
1222465,"4.8
"
1222582,"7
"
1222717,"0
"
1222747,"7
"
1222924,"5.1
"
1223092,"7
"
1223243,"7.1
"
1223416,"7.7
"
1223539,"7.4
"
1223785,"7.3
"
1223974,"6.9
"
1224223,"6
"
1224364,"7.7
"
1224565,"6.3
"
1224745,"5
"
1224922,"6.9
"
1225101,"5.5
"
1225266,"7.2
"
1225416,"4.9
"
1225563,"4.5
"
1225702,"3.7
"
1225885,"4.5
"
1226031,"5.1
"
1226164,"6.5
"
1226433,"6.9
"
1226599,"5.1
"
1226736,"6
"
1226933,"5.3
"
1227242,"6
"
1227380,"7.4
"
1227556,"6.5
"
1227693,"5.6
"
1227885,"6.4
"
1228056,"8
"
1228155,"7.2
"
1228310,"5.3
"
1228427,"6.1
"
1228635,"5.8
"
1228853,"6.5
"
1229061,"7.3
"
1229263,"6.2
"
1229397,"7.2
"
1229547,"6.8
"
1229694,"5.7
"
1229762,"6.8
"
1229938,"4.6
"
1230151,"6.4
"
1230302,"6.7
"
1230509,"5.6
"
1230706,"5.4
"
1230853,"6.9
"
1231003,"5.2
"
1231138,"6.3
"
1231253,"6.4
"
1231397,"6.3
"
1231710,"6.8
"
1231867,"0
"
1231980,"0
"
1232059,"6.8
"
1232245,"5.3
"
1232382,"5.5
"
1232588,"4.9
"
1232915,"5.7
"
1233155,"6.3
"
1233297,"8.3
"
1233351,"4
"
1233461,"6.8
"
1233674,"7.9
"
1233878,"6
"
1234079,"8
"
1234256,"6.4
"
1234520,"6.3
"
1234673,"5.8
"
1234814,"6
"
1235031,"5.7
"
1235266,"5.4
"
1235492,"5.8
"
1235628,"7.6
"
1235791,"6.1
"
1235990,"6.5
"
1236210,"5.7
"
1236402,"5.9
"
1236626,"6
"
1236827,"6.5
"
1236979,"4.8
"
1237132,"5.8
"
1237341,"5.9
"
1237516,"5.5
"
1237780,"7.1
"
1237985,"6.1
"
1238148,"5.7
"
1238259,"5.3
"
1238445,"7.5
"
1238591,"7.4
"
1238702,"6.3
"
1238884,"5.8
"
1239066,"4.3
"
1239214,"5.8
"
1239333,"6.2
"
1239563,"3.8
"
1239711,"6.4
"
1240140,"6.4
"
1240290,"8.3
"
1240443,"5.3
"
1240595,"7.1
"
1240712,"4.7
"
1240918,"5.8
"
1241041,"3
"
1241139,"4.9
"
1241296,"5.8
"
1241452,"7.3
"
1241651,"6.5
"
1241760,"6.4
"
1241915,"6.6
"
1242067,"6
"
1242248,"6.1
"
1242460,"6
"
1242636,"4.7
"
1242810,"5.9
"
1243058,"5.5
"
1243235,"6.9
"
1243376,"5.9
"
1243548,"6.8
"
1243662,"5.5
"
1243833,"6.1
"
1243957,"7.4
"
1244126,"5.7
"
1244331,"7
"
1244476,"7.4
"
1244613,"6.4
"
1244787,"7.7
"
1245097,"6.1
"
1245263,"6.1
"
1245376,"4.3
"
1245471,"5.9
"
1245670,"0
"
1245766,"6.3
"
1246027,"7.3
"
1246265,"5.1
"
1246582,"0
"
1246737,"4.8
"
1246838,"4.7
"
1247043,"5.6
"
1247254,"6.9
"
1247490,"6.5
"
1247625,"5.6
"
1247737,"6
"
1247943,"7.3
"
1248052,"7.1
"
1248255,"5.8
"
1248408,"6.9
"
1248569,"7.1
"
1248718,"6.9
"
1248863,"6
"
1249000,"7
"
1249110,"6.6
"
1249226,"5.9
"
1249386,"5.4
"
1249520,"6.4
"
1249666,"6.2
"
1249812,"6.9
"
1249948,"6.7
"
1250094,"7.3
"
1250321,"6.9
"
1250532,"7.8
"
1250697,"7.2
"
1250870,"7.7
"
1251111,"6.3
"
1251224,"4.3
"
1251349,"5.9
"
1251522,"7.5
"
1251660,"7
"
1251830,"7
"
1251931,"7.3
"
1252082,"8
"
1252300,"5.2
"
1252465,"5.3
"
1252612,"2
"
1252763,"9
"
1252881,"5.6
"
1253050,"7.6
"
1253216,"6.6
"
1253383,"6.4
"
1253646,"5.2
"
1253795,"7.5
"
1253961,"3.3
"
1254089,"7.9
"
1254230,"6.8
"
1254362,"6.5
"
1254629,"6.2
"
1254925,"6.2
"
1255099,"7
"
1255231,"5.8
"
1255544,"7.2
"
1255650,"7.1
"
1255859,"7
"
1256038,"7.3
"
1256187,"6.7
"
1256396,"6.9
"
1256547,"6
"
1256657,"6.2
"
1256803,"6.9
"
1256951,"6.6
"
1257131,"7.4
"
1257418,"7.9
"
1257588,"6.2
"
1257730,"6.3
"
1257903,"6.7
"
1258044,"6.4
"
1258246,"6.2
"
1258359,"7.5
"
1258462,"7.5
"
1258575,"4.8
"
1258717,"6.8
"
1258862,"0
"
1258967,"5.5
"
1259114,"6.3
"
1259221,"4.7
"
1259377,"5.6
"
1259511,"3.5
"
1259653,"5.9
"
1259852,"6.3
"
1260058,"6.7
"
1260168,"4.7
"
1260320,"7.8
"
1260487,"6
"
1260624,"6.6
"
1260829,"7
"
1260937,"5.8
"
1261044,"7.3
"
1261270,"6.4
"
1261446,"6
"
1261618,"5.9
"
1261796,"6.3
"
1262065,"7
"
1262207,"5.5
"
1262451,"7.9
"
1262791,"5
"
1262941,"7.3
"
1263093,"5.3
"
1263243,"5.2
"
1263532,"5.9
"
1263704,"7.2
"
1263816,"4.8
"
1263995,"6.3
"
1264166,"6.9
"
1264413,"6.4
"
1264586,"6.4
"
1264731,"6.4
"
1264879,"6.4
"
1265087,"5.7
"
1265236,"4.7
"
1265416,"4.6
"
1265600,"3.9
"
1265700,"6
"
1265803,"7
"
1265988,"6.4
"
1266121,"5.1
"
1266331,"5.6
"
1266444,"6.4
"
1266608,"6.2
"
1266894,"7.4
"
1267056,"7.7
"
1267199,"7.2
"
1267333,"6.8
"
1267604,"6.6
"
1267713,"6
"
1267819,"6
"
1267933,"6
"
1268137,"6.8
"
1268316,"7.1
"
1268503,"6.9
"
1268677,"7.5
"
1268862,"7.1
"
1269006,"7.6
"
1269193,"6.7
"
1269301,"4.9
"
1269445,"5.5
"
1269489,"7.7
"
1269632,"8
"
1269744,"5
"
1269941,"6.9
"
1270123,"5.6
"
1270271,"7
"
1270462,"5.8
"
1270669,"7.2
"
1270818,"6.4
"
1271033,"6
"
1271145,"6.8
"
1271293,"5
"
1271424,"5.9
"
1271587,"5.5
"
1271731,"5
"
1271918,"6.6
"
1272075,"6.4
"
1272222,"6.6
"
1272459,"6.1
"
1272893,"6.2
"
1273106,"6.5
"
1273288,"6.9
"
1273462,"7.4
"
1273694,"6.6
"
1273833,"6.3
"
1273963,"6.9
"
1274187,"6.1
"
1274415,"6.4
"
1274635,"6.7
"
1274794,"7.1
"
1275005,"6.1
"
1275114,"0
"
1275284,"5.8
"
1275489,"6.6
"
1275607,"7.8
"
1275750,"7.5
"
1275965,"6.2
"
1276135,"5
"
1276252,"6.3
"
1276395,"4.7
"
1276532,"6.9
"
1276807,"6.7
"
1276985,"3.5
"
1277153,"7
"
1277293,"6.4
"
1277477,"6.2
"
1277695,"7.1
"
1277872,"6.6
"
1278112,"7.1
"
1278285,"5.3
"
1278429,"7.8
"
1278581,"7.9
"
1278722,"6.6
"
1278920,"6.8
"
1279195,"6.7
"
1279543,"7
"
1279645,"7.1
"
1279831,"5.9
"
1280091,"5.4
"
1280349,"5.7
"
1280611,"2.5
"
1280765,"4.7
"
1280848,"4.8
"
1281050,"4
"
1281175,"5
"
1281351,"5.9
"
1281460,"6
"
1281580,"6.7
"
1281728,"6
"
1281832,"6.5
"
1281987,"5.7
"
1282100,"4.5
"
1282213,"6.6
"
1282390,"7.2
"
1282515,"5.5
"
1282691,"6.6
"
1282849,"7
"
1282963,"5.9
"
1283124,"7.7
"
1283280,"7
"
1283572,"7.1
"
1283804,"6.9
"
1283987,"6.4
"
1284156,"5.9
"
1284351,"6.4
"
1284517,"6.4
"
1284632,"5.8
"
1284771,"6.2
"
1284923,"8
"
1285084,"6.9
"
1285228,"5.9
"
1285365,"6
"
1285540,"6.2
"
1285653,"7.7
"
1285764,"6.7
"
1285967,"5.5
"
1286120,"7.4
"
1286304,"6.7
"
1286547,"7.3
"
1286715,"8
"
1286922,"8.2
"
1287126,"6.3
"
1287241,"6.4
"
1287489,"6
"
1287594,"7.7
"
1287705,"7.3
"
1287823,"7.4
"
1287965,"6.9
"
1288104,"7.6
"
1288235,"7.5
"
1288498,"7.6
"
1288606,"7.6
"
1288762,"7.4
"
1288870,"7.6
"
1289025,"7.6
"
1289173,"7.6
"
1289342,"6.9
"
1289536,"6.2
"
1289657,"6.1
"
1289845,"6.7
"
1289999,"6.5
"
1290135,"6.9
"
1290407,"9
"
1290476,"6.4
"
1290673,"6.4
"
1290806,"7.4
"
1290973,"6.3
"
1291081,"5.9
"
1291250,"5.8
"
1291354,"5.7
"
1291457,"7.2
"
1291603,"7
"
1291933,"7.7
"
1292183,"7
"
1292418,"7.2
"
1292534,"6.5
"
1292713,"0
"
1292861,"5.3
"
1293007,"6.1
"
1293140,"5.6
"
1293356,"4.5
"
1293510,"6.6
"
1293664,"6
"
1293844,"6.1
"
1293951,"6.4
"
1294095,"6.1
"
1294312,"5.8
"
1294453,"6.1
"
1294617,"6.2
"
1294817,"6.8
"
1294991,"6.8
"
1295205,"5.5
"
1295355,"7.6
"
1295507,"6.9
"
1295632,"7.5
"
1295800,"5.2
"
1295985,"7.6
"
1296135,"6.8
"
1296320,"7
"
1296486,"6.9
"
1296630,"6.7
"
1296771,"6.5
"
1296954,"7.1
"
1297065,"7.5
"
1297246,"5.6
"
1297426,"7
"
1297596,"6
"
1297634,"6.7
"
1297788,"6.1
"
1297897,"0
"
1297963,"7.2
"
1298139,"5.9
"
1298248,"7.4
"
1298406,"6.5
"
1298576,"5.1
"
1298724,"6.3
"
1298950,"5.4
"
1299099,"5.2
"
1299273,"5.6
"
1299444,"7.3
"
1299560,"4.6
"
1299739,"6.9
"
1299874,"5.4
"
1300059,"6
"
1300265,"7
"
1300440,"3.8
"
1300580,"7.5
"
1300867,"5.3
"
1301078,"6.9
"
1301283,"7
"
1301390,"7
"
1301537,"2.8
"
1301646,"5.7
"
1301796,"6
"
1301934,"7.9
"
1302095,"6.5
"
1302270,"5.1
"
1302453,"7.5
"
1302768,"5.3
"
1302898,"5.1
"
1303018,"0
"
1303104,"5.7
"
1303244,"7
"
1303351,"6.3
"
1303517,"4.9
"
1303701,"4.6
"
1303852,"4.1
"
1304016,"5.6
"
1304182,"7.5
"
1304352,"5.3
"
1304530,"6.4
"
1304732,"7.3
"
1304995,"6.6
"
1305171,"6.4
"
1305319,"5.6
"
1305520,"7.1
"
1305629,"7.9
"
1305889,"7.4
"
1306086,"6.9
"
1306215,"7.3
"
1306362,"5.6
"
1306542,"6.3
"
1306765,"6.3
"
1306939,"6.3
"
1307118,"8.7
"
1307234,"6.6
"
1307383,"6.1
"
1307542,"7
"
1307767,"7.2
"
1307872,"7.6
"
1308052,"6.6
"
1308239,"8
"
1308500,"7.1
"
1308691,"8.1
"
1308859,"5.8
"
1309022,"7.3
"
1309317,"5.7
"
1309500,"6.3
"
1309687,"7.3
"
1309919,"6.1
"
1310107,"6.6
"
1310289,"7.2
"
1310407,"6
"
1310573,"7.3
"
1310711,"6.7
"
1310832,"6.5
"
1311076,"5.9
"
1311223,"6.8
"
1311399,"7.7
"
1311546,"7
"
1311661,"6.8
"
1311882,"6.8
"
1311993,"7.6
"
1312098,"6.5
"
1312241,"4.1
"
1312411,"5.9
"
1312591,"7.5
"
1312797,"7.2
"
1313001,"6.1
"
1313203,"6.8
"
1313420,"6.4
"
1313743,"6.2
"
1313905,"6.1
"
1314038,"7.8
"
1314260,"6.8
"
1314363,"5.3
"
1314477,"6.9
"
1314668,"7.2
"
1314782,"4.1
"
1314917,"6.6
"
1315090,"6.5
"
1315248,"6
"
1315463,"6.5
"
1315599,"7.2
"
1315786,"6.6
"
1315951,"6.2
"
1316122,"7
"
1316287,"4.4
"
1316450,"6.5
"
1316657,"7.3
"
1316798,"6
"
1316967,"6.7
"
1317166,"7.2
"
1317396,"7
"
1317546,"7.6
"
1317681,"6.5
"
1317822,"6.9
"
1318027,"6
"
1318182,"6.4
"
1318298,"7
"
1318497,"7.7
"
1318648,"6.4
"
1318802,"7.2
"
1318944,"7.7
"
1319106,"6.6
"
1319352,"7.3
"
1319497,"7.5
"
1319671,"6
"
1319807,"6.7
"
1320039,"6.2
"
1320433,"5.9
"
1320605,"4.7
"
1320787,"6.7
"
1320894,"6.3
"
1321034,"6.3
"
1321166,"6.4
"
1321321,"7.7
"
1321523,"6.3
"
1321695,"7.3
"
1321862,"6.3
"
1322023,"5.2
"
1322193,"5.4
"
1322377,"6.8
"
1322521,"8
"
1322649,"6.7
"
1322762,"6.3
"
1322869,"6.6
"
1322975,"6.8
"
1323082,"5.5
"
1323253,"6.2
"
1323474,"5.1
"
1323716,"5.1
"
1323859,"6.5
"
1324011,"6.5
"
1324198,"4.1
"
1324357,"3.2
"
1324573,"6.8
"
1324682,"5.7
"
1324825,"4.5
"
1324984,"4
"
1325084,"7.1
"
1325305,"6.3
"
1325447,"6
"
1325612,"5.7
"
1325761,"5.8
"
1325973,"7.2
"
1326167,"5.4
"
1326310,"6.8
"
1326546,"7.3
"
1326748,"7.4
"
1326928,"5.9
"
1327073,"6.4
"
1327238,"4
"
1327345,"6.8
"
1327516,"6.1
"
1327665,"6
"
1327877,"7.5
"
1328018,"5.6
"
1328126,"5
"
1328280,"6.9
"
1328467,"2.3
"
1328575,"5.8
"
1328763,"6.2
"
1328967,"5.6
"
1329217,"6.2
"
1329327,"6.3
"
1329543,"6.9
"
1329697,"1.3
"
1329844,"5.8
"
1329991,"6.5
"
1330119,"0
"
1330298,"7.9
"
1330437,"4.8
"
1330619,"5.2
"
1330730,"7.7
"
1330913,"6.2
"
1331056,"3.3
"
1331164,"6.7
"
1331275,"6.3
"
1331385,"6.6
"
1331558,"5.3
"
1331707,"5.7
"
1331862,"7.9
"
1332052,"6.8
"
1332177,"5.6
"
1332321,"6.3
"
1332568,"7.5
"
1332783,"5.3
"
1332924,"8.5
"
1333163,"7.1
"
1333325,"5.7
"
1333471,"5.7
"
1333663,"5.3
"
1333802,"7.8
"
1333969,"7.5
"
1334103,"6.4
"
1334272,"7
"
1334382,"6.6
"
1334520,"6.5
"
1334674,"6.2
"
1334812,"6.3
"
1334977,"6.9
"
1335146,"6.9
"
1335288,"6.9
"
1335488,"7.1
"
1335630,"6.3
"
1335735,"5.9
"
1335907,"7.7
"
1336119,"7.5
"
1336299,"6.7
"
1336410,"8
"
1336683,"5.6
"
1336866,"1.6
"
1336980,"6.8
"
1337148,"7.3
"
1337307,"7.5
"
1337454,"5.5
"
1337668,"6.4
"
1337845,"5.7
"
1338260,"5.3
"
1338470,"6.2
"
1338638,"7.1
"
1338963,"7.1
"
1339103,"6.3
"
1339212,"6
"
1339326,"7.7
"
1339468,"6.9
"
1339737,"6.3
"
1339957,"0
"
1340096,"5.4
"
1340376,"5.5
"
1340546,"5.6
"
1340761,"7.5
"
1340876,"6.7
"
1341051,"7.2
"
1341213,"4
"
1341384,"6.2
"
1341535,"5.4
"
1341742,"6.4
"
1341924,"7.6
"
1342100,"6.1
"
1342274,"6.4
"
1342444,"7.1
"
1342597,"5.5
"
1342799,"6.4
"
1343050,"7.9
"
1343192,"6.8
"
1343347,"7.6
"
1343498,"6.6
"
1343637,"7
"
1343816,"6.2
"
1343924,"7
"
1344095,"7.2
"
1344222,"5.6
"
1344434,"7.2
"
1344572,"6.1
"
1344706,"6.4
"
1344939,"7
"
1345129,"6
"
1345277,"6.7
"
1345391,"6.4
"
1345647,"5.4
"
1345811,"5.5
"
1345996,"5.9
"
1346194,"7.6
"
1346372,"6.8
"
1346556,"7.2
"
1346659,"7
"
1346797,"6.5
"
1347093,"5.5
"
1347227,"5.5
"
1347307,"7.7
"
1347454,"7
"
1347626,"7.7
"
1347798,"6.4
"
1348009,"5.5
"
1348201,"6.4
"
1348378,"4
"
1348523,"6.7
"
1348705,"5.2
"
1348886,"5.7
"
1349081,"5.4
"
1349190,"7.6
"
1349330,"6
"
1349472,"7.8
"
1349653,"5.2
"
1349759,"6.9
"
1349887,"6.4
"
1350025,"7.7
"
1350369,"7
"
1350490,"5.9
"
1350616,"4
"
1350744,"6.1
"
1350951,"6.9
"
1351095,"0
"
1351169,"6.7
"
1351275,"0
"
1351444,"6.5
"
1351634,"5.8
"
1351859,"6.3
"
1352009,"6.7
"
1352268,"4.3
"
1352387,"7.6
"
1352569,"5.6
"
1352742,"6.1
"
1353064,"6.7
"
1353197,"5.4
"
1353378,"6.1
"
1353573,"6.7
"
1353719,"6.9
"
1353934,"5.6
"
1354075,"6
"
1354248,"7.1
"
1354484,"6.7
"
1354767,"6.2
"
1354923,"6.7
"
1355068,"5.3
"
1355265,"5.1
"
1355368,"5.9
"
1355546,"4.9
"
1355722,"7.6
"
1355912,"7
"
1356113,"4.2
"
1356283,"5.7
"
1356469,"7.4
"
1356639,"6.6
"
1356862,"6.4
"
1357030,"5.5
"
1357136,"7.3
"
1357367,"7.2
"
1357671,"4.2
"
1357844,"6.8
"
1358004,"5
"
1358098,"5.8
"
1358234,"7.5
"
1358448,"6.3
"
1358681,"7.3
"
1358881,"5.6
"
1359091,"5.8
"
1359197,"7.2
"
1359464,"4.4
"
1359655,"5.1
"
1359826,"5.1
"
1360086,"4.8
"
1360287,"7
"
1360427,"5.6
"
1360609,"6.2
"
1360780,"5.5
"
1360976,"8
"
1361187,"6
"
1361336,"5.9
"
1361532,"3.2
"
1361676,"5.4
"
1361862,"6.7
"
1362041,"6.3
"
1362336,"6.1
"
1362445,"6
"
1362652,"6.3
"
1362828,"7.8
"
1363014,"7.1
"
1363260,"7.2
"
1363396,"6.5
"
1363588,"5.9
"
1363745,"6.5
"
1363862,"6.4
"
1364081,"4.8
"
1364201,"5.9
"
1364413,"5.3
"
1364595,"5.3
"
1364846,"4.8
"
1365022,"7.2
"
1365130,"3
"
1365161,"4.5
"
1365295,"5.5
"
1365481,"6.7
"
1365696,"7.2
"
1365863,"7.2
"
1366010,"5.8
"
1366214,"4.8
"
1366355,"5.6
"
1366536,"7
"
1366740,"5.9
"
1366959,"7.1
"
1367068,"5.8
"
1367312,"5.5
"
1367459,"4.3
"
1367626,"5.7
"
1367924,"3.7
"
1368291,"7.8
"
1368478,"4.3
"
1368657,"5.3
"
1368905,"6.2
"
1369053,"6
"
1369206,"6
"
1369470,"6.7
"
1369753,"6.5
"
1369893,"6.6
"
1370055,"6.1
"
1370312,"5.4
"
1370459,"6
"
1370614,"6.5
"
1370725,"4
"
1370831,"7.5
"
1371011,"7.5
"
1371118,"6.7
"
1371232,"4.4
"
1371415,"4.8
"
1371524,"5.1
"
1371814,"5.1
"
1371985,"6.5
"
1372180,"5.9
"
1372413,"5.1
"
1372548,"7.5
"
1372740,"7.4
"
1372895,"5.9
"
1373035,"7.2
"
1373201,"6.8
"
1373336,"8.3
"
1373443,"6.3
"
1373688,"7.2
"
1373849,"5.5
"
1374065,"5.2
"
1374251,"6.7
"
1374382,"6.8
"
1374552,"4
"
1374678,"6.8
"
1375013,"6.7
"
1375236,"5.5
"
1375417,"0
"
1375511,"7.1
"
1375718,"5.8
"
1375919,"6.5
"
1376122,"6.7
"
1376258,"6
"
1376402,"5.2
"
1376508,"6.6
"
1376717,"7
"
1376915,"6.8
"
1377288,"6.2
"
1377479,"5.2
"
1377738,"5.6
"
1377888,"5.3
"
1378086,"6.8
"
1378291,"5.7
"
1378584,"5.8
"
1378912,"6.2
"
1379097,"4.2
"
1379373,"6.2
"
1379544,"7.1
"
1379714,"8.1
"
1379824,"7.4
"
1380000,"5.9
"
1380222,"6.1
"
1380441,"5.1
"
1380672,"3.8
"
1380889,"5.3
"
1381129,"5.1
"
1381297,"6.7
"
1381509,"5.9
"
1381648,"6.3
"
1381896,"6.1
"
1382071,"7.8
"
1382210,"7
"
1382415,"5.2
"
1382592,"6.2
"
1382800,"5.9
"
1382908,"6.2
"
1383117,"6.4
"
1383288,"7.8
"
1383440,"6.3
"
1383602,"5.9
"
1383803,"6.6
"
1384017,"6
"
1384248,"5.6
"
1384433,"5.6
"
1384665,"5.4
"
1385013,"6.4
"
1385220,"5.8
"
1385376,"5.3
"
1385584,"4.7
"
1385769,"5.3
"
1385965,"5.3
"
1386145,"5.4
"
1386338,"6.1
"
1386515,"5.2
"
1386680,"5.5
"
1386912,"5.1
"
1387141,"4.5
"
1387351,"5.4
"
1387498,"5.2
"
1387673,"6.4
"
1387786,"7.5
"
1387902,"6.9
"
1388070,"4.8
"
1388220,"4.9
"
1388538,"5.5
"
1388677,"6.2
"
1388949,"5.5
"
1389172,"4.6
"
1389309,"5.8
"
1389517,"6.7
"
1389723,"4.7
"
1389921,"6.7
"
1390082,"4.4
"
1390259,"5.9
"
1390419,"5.6
"
1390598,"6.3
"
1390805,"4.3
"
1390920,"7.3
"
1391056,"7
"
1391224,"5.8
"
1391392,"5.4
"
1391535,"7.6
"
1391714,"5.7
"
1391940,"5.1
"
1392109,"6.9
"
1392211,"6.8
"
1392378,"6
"
1392532,"6.1
"
1392689,"5.8
"
1392796,"5
"
1393002,"6.5
"
1393138,"4.6
"
1393347,"1.9
"
1393505,"6.1
"
1393703,"6.1
"
1393894,"6.5
"
1394102,"7
"
1394206,"5
"
