bid,secondary_index
4285384,"4.7
"
4285521,"5.5
"
4285694,"5.2
"
4285819,"4.8
"
4286042,"4.2
"
4286191,"5.1
"
4286402,"6
"
4286593,"5.7
"
4286730,"6
"
4286797,"4.2
"
4286958,"5.6
"
4287232,"5.7
"
4287355,"6.8
"
4287505,"4.8
"
4287628,"0
"
4287783,"2.1
"
4287954,"5.3
"
4288099,"5.2
"
4288272,"4.5
"
4288388,"4.8
"
4288596,"5.7
"
4288801,"5.9
"
4288948,"4.1
"
4289056,"6.5
"
4289214,"7.3
"
4289336,"6
"
4289458,"0
"
4289600,"6
"
4289771,"6
"
4289882,"3
"
4290064,"4.5
"
4290203,"5.7
"
4290303,"4.1
"
4290450,"5
"
4290572,"4.5
"
4290686,"0
"
4290789,"4.8
"
4290942,"6.1
"
4291153,"4.3
"
4291328,"5.3
"
4291444,"7
"
4291619,"0
"
4291725,"6.7
"
4291866,"7
"
4291977,"5.3
"
4292123,"7.5
"
4292282,"6.6
"
4292434,"7
"
4292540,"5.9
"
4292691,"3
"
4292873,"6.5
"
4292987,"6.2
"
4293104,"8
"
4293196,"4.3
"
4293310,"7.4
"
4293504,"3.8
"
4293643,"3.5
"
4293830,"7.5
"
4293981,"6.4
"
4294094,"9
"
4294214,"5.9
"
4294343,"5.3
"
4294463,"5.2
"
4294574,"5.9
"
4294743,"4
"
4294908,"6.3
"
4295017,"5.9
"
4295151,"4.2
"
4295297,"6.2
"
4295509,"3.6
"
4295711,"8.5
"
4295860,"6
"
4296036,"4.9
"
4296218,"5.5
"
4296386,"6.1
"
4296595,"4.8
"
4296738,"6
"
4297016,"2.9
"
4297123,"4.8
"
4297298,"6.1
"
4297413,"5.7
"
4297591,"3.8
"
4297728,"6.5
"
4297794,"7.8
"
4297948,"4.4
"
4298139,"5.3
"
4298370,"5.4
"
4298638,"2.8
"
4298836,"3.9
"
4298943,"3.9
"
4299203,"5.5
"
4299344,"6.3
"
4299414,"6.1
"
4299555,"1.7
"
4299729,"6
"
4299931,"5.8
"
4300057,"5.5
"
4300250,"5.9
"
4300426,"6.5
"
4300688,"6.4
"
4300867,"5.7
"
4301028,"6.8
"
4301228,"5.3
"
4301416,"5.2
"
4301550,"6.8
"
4301723,"3.6
"
4301977,"4
"
4302148,"4.1
"
4302252,"4
"
4302362,"1.3
"
4302501,"5
"
4302652,"4.5
"
4302820,"7.1
"
4303010,"4.3
"
4303161,"4.5
"
4303364,"6.3
"
4303656,"5.8
"
4303806,"6
"
4303953,"7
"
4304121,"6.1
"
4304261,"7.1
"
4304409,"7
"
4304513,"4.5
"
4304652,"7
"
4304763,"5.8
"
4304972,"5.7
"
4305141,"5.6
"
4305323,"5.2
"
4305484,"6.6
"
4305626,"7.3
"
4305846,"6.3
"
4306079,"7.5
"
4306309,"5.3
"
4306476,"6.3
"
4306645,"7.3
"
4306838,"0
"
4307090,"6.6
"
4307330,"0
"
4307551,"7
"
4307727,"4.4
"
4307912,"7.4
"
4308081,"0
"
4308302,"7.6
"
4308533,"7.1
"
4308857,"7.1
"
4309073,"6.4
"
4309198,"5.4
"
4309348,"4.6
"
4309468,"6.2
"
4309646,"6.2
"
4309829,"6.6
"
4309939,"6.2
"
4310048,"6.2
"
4310159,"4.9
"
4310301,"0
"
4310426,"6.3
"
4310614,"6.3
"
4310767,"5
"
4310875,"6.8
"
4311013,"3
"
4311130,"3
"
4311228,"0
"
4311346,"5.5
"
4311458,"4.3
"
4311563,"5
"
4311702,"7
"
4311803,"7
"
4311978,"5
"
4312019,"5.2
"
4312161,"2.9
"
4312301,"5
"
4312416,"5
"
4312561,"7.5
"
4312695,"0
"
4312800,"7
"
4312912,"5.9
"
4313053,"7.8
"
4313206,"5.5
"
4313317,"6
"
4313422,"5.1
"
4313568,"6
"
4313743,"8
"
4313822,"4
"
4313994,"5
"
4314164,"0
"
4314282,"6.9
"
4314385,"7.4
"
4314590,"5.5
"
4314744,"5
"
4314892,"0
"
4314998,"6.8
"
4315132,"5.1
"
4315280,"4.8
"
4315435,"6.3
"
4315580,"5.2
"
4315675,"4
"
4315795,"4.7
"
4315967,"6
"
4316128,"5.5
"
4316297,"5.7
"
4316571,"7.1
"
4316682,"5
"
4316972,"4.9
"
4317151,"3.8
"
4317337,"4.9
"
4317483,"7.5
"
4317627,"7.5
"
4317806,"6.4
"
4317913,"8
"
4318085,"7
"
4318230,"4.5
"
4318400,"2.5
"
4318514,"5
"
4318629,"3.3
"
4318737,"4.5
"
4318834,"5.1
"
4319059,"4.4
"
4319174,"5.5
"
4319285,"2.8
"
4319520,"3.6
"
4319658,"4.6
"
4319808,"3.7
"
4319978,"6.2
"
4320230,"6
"
4320439,"5.4
"
4320598,"5.9
"
4320745,"5.9
"
4321002,"4.3
"
4321075,"3.7
"
4321178,"6.1
"
4321287,"6.8
"
4321413,"5.1
"
4321594,"4
"
4321758,"6.6
"
4321867,"5.3
"
4322082,"5.3
"
4322263,"4.8
"
4322367,"5.1
"
4322562,"5.4
"
4322683,"3
"
4322831,"5
"
4322978,"6
"
4323095,"6
"
4323241,"6.7
"
4323364,"3.2
"
4323476,"5
"
4323584,"5.5
"
4323650,"4.9
"
4323727,"3.9
"
4323912,"6.3
"
4324029,"5.9
"
4324179,"5.4
"
4324318,"5
"
4324543,"8.3
"
4324651,"4.9
"
4324843,"5
"
4324878,"6.1
"
4325055,"5.7
"
4325246,"7.4
"
4325359,"7.2
"
4325554,"4.6
"
4325674,"5.7
"
4325822,"4
"
4325991,"4.9
"
4326218,"4.7
"
4326326,"3.7
"
4326434,"4
"
4326537,"5.5
"
4326745,"4.4
"
4326918,"6.5
"
4327127,"4
"
4327285,"4.2
"
4327463,"6.6
"
4327679,"6.4
"
4327799,"0
"
4327975,"6
"
4328111,"5.3
"
4328194,"7.8
"
4328272,"7.1
"
4328492,"5.9
"
4328599,"5.3
"
4328753,"6.8
"
4328934,"6.7
"
4329103,"6
"
4329393,"6.2
"
4329625,"3.9
"
4329876,"3.3
"
4330015,"7.5
"
4330136,"5
"
4330323,"7
"
4330496,"4.5
"
4330606,"0
"
4330701,"6.5
"
4330845,"4
"
4330948,"2
"
4331107,"0
"
4331249,"9
"
4331505,"6
"
4331673,"3.5
"
4331874,"0
"
4332069,"1.5
"
4332187,"6.4
"
4332328,"5.5
"
4332486,"4.8
"
4332564,"4.8
"
4332720,"5.3
"
4332894,"4.6
"
4333091,"5.6
"
4333284,"5.7
"
4333437,"3.8
"
4333614,"4
"
4333786,"4.5
"
4333871,"6.3
"
4333951,"4.6
"
4334198,"5.9
"
4334340,"6
"
4334473,"4.7
"
4334632,"5.9
"
4334832,"4.7
"
4334979,"4.3
"
4335119,"4
"
4335255,"5.7
"
4335404,"5
"
4335570,"6.2
"
4335834,"7.1
"
4335947,"6.9
"
4336085,"6.4
"
4336253,"7.1
"
4336409,"6.6
"
4336530,"7.9
"
4336681,"5
"
4336833,"6
"
4336971,"5
"
4337123,"6.8
"
4337294,"5
"
4337399,"3.9
"
4337513,"4.5
"
4337729,"5
"
4337959,"7.3
"
4338123,"7
"
4338258,"6.5
"
4338404,"5.3
"
4338550,"3.3
"
4338768,"4.6
"
4338904,"3.3
"
4339114,"4.7
"
4339336,"6.6
"
4339449,"4.3
"
4339616,"7.4
"
4339701,"5.5
"
4339909,"5.8
"
4340016,"3.7
"
4340116,"6.5
"
4340264,"2.7
"
4340407,"6.1
"
4340543,"7.8
"
4340664,"6.7
"
4340835,"6
"
4341040,"6.4
"
4341185,"7
"
4341389,"0
"
4341524,"5.5
"
4341586,"4
"
4341689,"7.8
"
4341851,"4.7
"
4341997,"7.1
"
4342109,"0
"
4342246,"0
"
4342290,"0
"
4342385,"5.1
"
4342498,"4.8
"
4342607,"7
"
4342642,"1
"
4342750,"0
"
4342895,"6
"
4343068,"4
"
4343218,"5.7
"
4343386,"6.5
"
4343531,"5.6
"
4343632,"5.5
"
4343743,"5.5
"
4343906,"0
"
4344023,"0
"
4344211,"3
"
4344349,"6.1
"
4344462,"7
"
4344604,"5.8
"
4344743,"6
"
4344861,"5.6
"
4345049,"0
"
4345164,"0
"
4345319,"7.3
"
4345495,"6
"
4345611,"3.5
"
4345758,"6.2
"
4345927,"0
"
4346080,"5.1
"
4346217,"4
"
4346363,"5
"
4346436,"5.8
"
4346681,"8
"
4346786,"6
"
4346895,"5
"
4347034,"6
"
4347143,"4.4
"
4347259,"6.5
"
4347401,"5.8
"
4347576,"0
"
4347688,"5
"
4347802,"4
"
4347945,"0
"
4348124,"4.4
"
4348304,"5.6
"
4348425,"5
"
4348461,"7.3
"
4348598,"0
"
4348763,"7
"
4348859,"4.6
"
4348999,"5.2
"
4349144,"4.3
"
4349266,"5
"
4349445,"4.1
"
4349575,"5.2
"
4349680,"4.3
"
4349898,"2.2
"
4350107,"3.8
"
4350223,"3
"
4350343,"3
"
4350433,"4
"
4350591,"5.9
"
4350806,"6.7
"
4351006,"3
"
4351141,"4
"
4351315,"7.6
"
4351459,"6.3
"
4351601,"5
"
4351743,"4
"
4351885,"0
"
4352063,"7
"
4352199,"4.6
"
4352310,"5
"
4352423,"6.7
"
4352574,"4.3
"
4352724,"6.2
"
4352866,"6
"
4352985,"8
"
4353122,"6
"
4353292,"3.4
"
4353428,"0
"
4353581,"6
"
4353687,"4.5
"
4353839,"6.3
"
4353978,"6
"
4354160,"7.1
"
4354279,"4.8
"
4354383,"0
"
4354492,"9
"
4354538,"2.5
"
4354621,"0
"
4354728,"4
"
4354835,"7.3
"
4354884,"7
"
4355063,"5.2
"
4355233,"3.8
"
4355405,"6
"
4355556,"6
"
4355695,"6
"
4355828,"0
"
4356012,"0
"
4356094,"5.2
"
4356217,"6.9
"
4356407,"0
"
4356562,"5
"
4356597,"3.9
"
4356738,"3.4
"
4356859,"6.9
"
4357004,"4.4
"
4357177,"6.1
"
4357323,"4.6
"
4357470,"5.6
"
4357647,"3.8
"
4357800,"0
"
4357937,"3.8
"
4358130,"4
"
4358278,"5
"
4358427,"4.4
"
4358545,"3.5
"
4358656,"0
"
4358865,"6.3
"
4358982,"4
"
4359209,"6.3
"
4359352,"7.4
"
4359474,"0
"
4359584,"6.8
"
4359712,"6.6
"
4359850,"3.5
"
4360022,"6.3
"
4360108,"6
"
4360179,"3.7
"
4360291,"4.2
"
4360398,"0
"
4360632,"4.9
"
4360838,"7.1
"
4360990,"5.6
"
4361150,"6.6
"
4361269,"6.6
"
4361441,"5.9
"
4361582,"4.7
"
4361747,"4.2
"
4361958,"5.8
"
4362175,"6.8
"
4362284,"3.8
"
4362502,"6
"
4362675,"5.5
"
4362818,"6.7
"
4362923,"7.2
"
4363059,"6.5
"
4363170,"6.2
"
4363321,"6.2
"
4363470,"0
"
4363645,"0
"
4363857,"0
"
4363944,"6.6
"
4364083,"6.5
"
4364296,"4.3
"
4364486,"0
"
4364574,"5
"
4364718,"5.5
"
4364892,"8.3
"
4365015,"8.3
"
4365126,"7.2
"
4365315,"4.3
"
4365456,"6.1
"
4365580,"6.2
"
4365820,"4.9
"
4366023,"5.2
"
4366162,"6.8
"
4366273,"6.8
"
4366427,"4.4
"
4366577,"1.5
"
4366731,"5.5
"
4366878,"5.9
"
4367017,"5.6
"
4367198,"6.1
"
4367373,"3.8
"
4367520,"6.7
"
4367638,"3.8
"
4367812,"4
"
4367984,"6.9
"
4368187,"5.8
"
4368451,"3.8
"
4368546,"5.4
"
4368688,"6
"
4368891,"6.3
"
4369005,"5.1
"
4369157,"3.8
"
4369221,"5.2
"
4369363,"4.3
"
4369504,"6.1
"
4369699,"4.5
"
4369837,"4.3
"
4369981,"6
"
4370158,"2.6
"
4370339,"8
"
4370556,"6.5
"
4370775,"5.3
"
4371019,"7
"
4371173,"5
"
4371310,"5.5
"
4371422,"0
"
4371528,"6.8
"
4371669,"5.4
"
4371780,"4.5
"
4371890,"6.7
"
4372033,"2.3
"
4372217,"0
"
4372382,"7
"
4372492,"1.8
"
4372561,"5.4
"
4372827,"6
"
4372995,"6
"
4373175,"6.4
"
4373313,"4.8
"
4373437,"6.7
"
4373550,"7
"
4373620,"0
"
4373726,"8.2
"
4373840,"0
"
4373944,"6.8
"
4374089,"6
"
4374231,"6.8
"
4374439,"0
"
4374544,"5
"
4374696,"5
"
4374796,"6.8
"
4374969,"7
"
4375086,"5
"
4375223,"3
"
4375363,"5.6
"
4375571,"3.9
"
4375682,"6
"
4375780,"0
"
4375930,"5.4
"
4376071,"6.2
"
4376208,"7.5
"
4376321,"5.8
"
4376456,"7.7
"
4376633,"5.7
"
4376811,"6.4
"
4376926,"5
"
4377113,"2.4
"
4377309,"4.3
"
4377515,"6.4
"
4377664,"5.8
"
4377919,"6.9
"
4378025,"6.5
"
4378094,"6.6
"
4378237,"1.7
"
4378412,"5.4
"
4378590,"7
"
4378715,"4.8
"
4378895,"6.7
"
4379029,"5
"
4379192,"5.5
"
4379325,"7
"
4379548,"7
"
4379666,"3
"
4379740,"6.4
"
4380000,"5.2
"
4380150,"6.2
"
4380301,"2.6
"
4380407,"4
"
4380583,"6.9
"
4380774,"7.4
"
4380918,"2.3
"
4381059,"7
"
4381277,"6.6
"
4381460,"5.5
"
4381660,"4.5
"
4381806,"7.6
"
4381918,"2.5
"
4382109,"5
"
4382229,"5.8
"
4382371,"4.8
"
4382525,"7.6
"
4382648,"5
"
4382798,"6
"
4382904,"0
"
4383006,"6.5
"
4383153,"1.5
"
4383292,"8.6
"
4383448,"5
"
4383566,"7.1
"
4383708,"6
"
4383842,"6
"
4383945,"6
"
4384094,"2.4
"
4384201,"6.1
"
4384330,"6.5
"
4384517,"4.3
"
4384581,"6
"
4384725,"7.3
"
4384878,"5.8
"
4385017,"5.6
"
4385204,"4.4
"
4385388,"3.2
"
4385498,"6
"
4385789,"7.3
"
4385975,"5.2
"
4386086,"4.3
"
4386225,"4
"
4386407,"7.5
"
4386515,"7
"
4386685,"5.8
"
4386823,"5.1
"
4387025,"4
"
4387196,"6.7
"
4387354,"6.9
"
4387463,"5.4
"
4387597,"4.9
"
4387768,"7
"
4387918,"5.3
"
4388087,"4.1
"
4388249,"8
"
4388459,"3
"
4388644,"5
"
4388848,"6
"
4388894,"5
"
4389030,"3.5
"
4389140,"6.4
"
4389283,"5
"
4389459,"5.4
"
4389663,"5
"
4389774,"5.3
"
4390004,"6.1
"
4390134,"5.2
"
4390281,"7
"
4390394,"6
"
4390566,"5
"
4390731,"3
"
4390906,"4.5
"
4391015,"0
"
4391148,"5.3
"
4391294,"3.4
"
4391434,"6
"
4391557,"5
"
4391734,"5
"
4391851,"3
"
4392032,"0
"
4392184,"6.2
"
4392333,"5.5
"
4392446,"4.6
"
4392606,"6.3
"
4392719,"5.8
"
4392875,"6
"
4392964,"7
"
4393201,"5.4
"
4393377,"0
"
4393564,"0
"
4393782,"6
"
4393949,"6.6
"
4394163,"6.4
"
4394313,"5.2
"
4394433,"4.4
"
4394549,"5.7
"
4394718,"7
"
4394830,"5.8
"
4394983,"4.3
"
4395131,"6.5
"
4395369,"4.9
"
4395514,"5.9
"
4395707,"6.2
"
4395850,"0
"
4396063,"6
"
4396241,"6.2
"
4396355,"5.5
"
4396495,"4.2
"
4396613,"3.7
"
4396776,"6
"
4396925,"6.5
"
4397097,"6.1
"
4397283,"7
"
4397500,"5.4
"
4397683,"0
"
4397862,"5
"
4398014,"5.8
"
4398220,"8.5
"
4398337,"4.1
"
4398527,"4.7
"
4398638,"10
"
4398752,"6
"
4398901,"6
"
4399042,"5.4
"
4399176,"3.8
"
4399284,"6.1
"
4399388,"6.7
"
4399547,"6.5
"
4399722,"4.1
"
4399861,"5.5
"
4399967,"3.5
"
4400147,"5.4
"
4400295,"7.3
"
4400404,"4.7
"
4400565,"5.5
"
4400705,"0
"
4400929,"6
"
4401104,"7.6
"
4401212,"6.3
"
4401323,"7
"
4401462,"4.6
"
4401653,"0
"
4401721,"7
"
4401831,"5
"
4401949,"6.9
"
4402117,"5.5
"
4402258,"4.8
"
4402437,"6
"
4402584,"7.1
"
4402686,"6.8
"
4402834,"5.5
"
4402948,"6.4
"
4403134,"0
"
4403247,"6.3
"
4403404,"6
"
4403554,"6.8
"
4403673,"3.1
"
4403798,"0
"
4403898,"4.3
"
4404074,"3
"
4404277,"5.6
"
4404412,"6.5
"
4404524,"6.5
"
4404642,"5.5
"
4404761,"3
"
4404934,"5.5
"
4405075,"8
"
4405203,"4
"
4405256,"5
"
4405407,"3.6
"
4405511,"0
"
4405657,"6.4
"
4405806,"5
"
4405919,"6
"
4406050,"7
"
4406189,"5.5
"
4406420,"4.8
"
4406536,"5.1
"
4406709,"6.4
"
4406823,"3.8
"
4406936,"5.5
"
4407115,"6
"
4407253,"5.1
"
4407439,"7
"
4407644,"3.8
"
4407800,"2.8
"
4407941,"6.1
"
4408218,"4.5
"
4408363,"4.8
"
4408521,"0
"
4408588,"6.4
"
4408734,"5.2
"
4408841,"6.3
"
4408933,"6.7
"
4409050,"6
"
4409128,"5.6
"
4409272,"4.3
"
4409454,"6.3
"
4409667,"6.6
"
4409861,"4.8
"
4410034,"6.2
"
4410153,"7.8
"
4410277,"7
"
4410455,"5.5
"
4410603,"6.3
"
4410720,"6.1
"
4410827,"5.4
"
4410941,"7.1
"
4411049,"3.9
"
4411189,"7.9
"
4411363,"4.3
"
4411470,"4.2
"
4411607,"4.6
"
4411845,"5
"
4411991,"3.1
"
4412165,"6.3
"
4412363,"6.1
"
4412477,"5.8
"
4412620,"4.4
"
4412688,"7.5
"
4412801,"6.5
"
4412924,"7.6
"
4413070,"3.9
"
4413353,"6.3
"
4413500,"3
"
4413646,"5.9
"
4413760,"4.3
"
4413896,"3.5
"
4414075,"5.8
"
4414183,"5.9
"
4414331,"6.1
"
4414497,"7
"
4414627,"6.3
"
4414836,"8.5
"
4415016,"6
"
4415243,"7.6
"
4415412,"6.5
"
4415580,"5.4
"
4415745,"1.9
"
4415897,"7.2
"
4416060,"4.5
"
4416238,"5
"
4416313,"10
"
4416458,"6.2
"
4416587,"4.3
"
4416628,"4.3
"
4416733,"5.2
"
4416843,"3.4
"
4416988,"5
"
4417124,"5.5
"
4417299,"5
"
4417448,"6.4
"
4417724,"7
"
4417852,"7
"
4417966,"6.4
"
4418172,"3.2
"
4418333,"5
"
4418503,"6.1
"
4418659,"2.9
"
4418796,"6.3
"
4418977,"6
"
4419169,"5.2
"
4419273,"4.4
"
4419417,"6
"
4419585,"5.7
"
4419729,"5
"
4419935,"5.1
"
4420004,"4.8
"
4420160,"3.9
"
4420330,"5.7
"
4420476,"5.1
"
4420623,"7.1
"
4420749,"6.2
"
4420928,"3.8
"
4421114,"7
"
4421254,"5.8
"
4421388,"4.5
"
4421497,"3.7
"
4421613,"0
"
4421725,"2.8
"
4421871,"5.7
"
4422032,"6.8
"
4422180,"5.6
"
4422289,"4
"
4422395,"4
"
4422540,"3.4
"
4422650,"6
"
4422834,"7.5
"
4422974,"7
"
4423125,"4.3
"
4423240,"4
"
4423419,"0
"
4423585,"5
"
4423789,"6.1
"
4424042,"5.8
"
4424180,"3.2
"
4424318,"3.8
"
4424505,"5.3
"
4424674,"6
"
4424809,"3.9
"
4424959,"6.8
"
4425070,"4.6
"
4425258,"5.4
"
4425413,"6.4
"
4425594,"4.9
"
4425734,"5
"
4425802,"6
"
4425992,"6.8
"
4426111,"5.6
"
4426260,"4.7
"
4426380,"2
"
4426587,"4.5
"
4426737,"4.6
"
4426922,"0
"
4427103,"5.8
"
4427280,"6.3
"
4427484,"5.9
"
4427700,"6.8
"
4427888,"3.8
"
4428095,"6.9
"
4428264,"4.3
"
4428432,"2
"
4428675,"3.8
"
4428911,"7
"
4429058,"4
"
4429265,"3.8
"
4429452,"5.4
"
4429568,"6.7
"
4429672,"6.5
"
4429829,"5.1
"
4430037,"5.5
"
4430258,"3.7
"
4430398,"4.2
"
4430588,"6.9
"
4430705,"7
"
4430747,"7.2
"
4430955,"7.6
"
4431127,"7.1
"
4431246,"3.3
"
4431398,"7.1
"
4431568,"6.5
"
4431714,"6.9
"
4431897,"5.9
"
4432031,"5.5
"
4432235,"7.3
"
4432383,"3.3
"
4432586,"8
"
4432715,"4
"
4432904,"7.8
"
4433022,"4.9
"
4433133,"5.7
"
4433280,"10
"
4433412,"0
"
4433459,"6.1
"
4433633,"5.6
"
4433754,"5
"
4433841,"5.8
"
4433979,"7
"
4434023,"8.7
"
4434168,"8
"
4434255,"6.7
"
4434401,"7.5
"
4434504,"8
"
4434629,"6.5
"
4434795,"5
"
4434970,"8
"
4435114,"0
"
4435270,"5.2
"
4435385,"6.3
"
4435500,"5.3
"
4435622,"0
"
4435701,"6.4
"
4435826,"5
"
4435969,"6.6
"
4436161,"6.4
"
4436195,"0
"
4436351,"6.3
"
4436517,"8
"
4436622,"2.2
"
4436817,"0
"
4436899,"0
"
4437045,"5
"
4437180,"9.3
"
4437360,"0
"
4437521,"6
"
4437662,"7
"
4437793,"7.5
"
4437877,"6.7
"
4438015,"6.8
"
4438188,"5.4
"
4438326,"0
"
4438458,"4
"
4438606,"5.3
"
4438724,"5.5
"
4438897,"8.1
"
4439014,"6
"
4439194,"7.3
"
4439338,"7
"
4439478,"4
"
4439650,"0
"
4439767,"5.8
"
4439914,"8
"
4440023,"3
"
4440128,"0
"
4440233,"4.8
"
4440380,"4.7
"
4440558,"5.4
"
4440698,"3.8
"
4440881,"2
"
4441006,"5.5
"
4441196,"6
"
4441365,"5.6
"
4441623,"0
"
4441807,"5.3
"
4441886,"4.1
"
4442063,"0
"
4442174,"6
"
4442361,"5.8
"
4442511,"6
"
4442649,"4.9
"
4442788,"5.6
"
4442894,"0
"
4443013,"7.3
"
4443052,"6.1
"
4443237,"5.4
"
4443377,"5.2
"
4443560,"6.2
"
4443666,"8
"
4443824,"6.3
"
4443897,"8.1
"
4444014,"6.5
"
4444109,"0
"
4444155,"6.8
"
4444285,"5.3
"
4444444,"7
"
4444500,"7.5
"
4444606,"6
"
4444765,"6
"
4444830,"5
"
4444906,"4
"
4445117,"5.9
"
4445225,"7
"
4445374,"4.5
"
4445543,"6.9
"
4445749,"0
"
4445860,"8
"
4445897,"8
"
4445956,"4.6
"
4446142,"5.8
"
4446296,"8
"
4446394,"7.1
"
4446557,"5.9
"
4446698,"6.3
"
4446970,"6.3
"
4447204,"5.9
"
4447451,"4.6
"
4447532,"6
"
4447677,"0
"
4447710,"6.4
"
4447824,"4.8
"
4447924,"6.3
"
4448036,"8
"
4448120,"0
"
4448214,"4.8
"
4448369,"5.3
"
4448445,"7
"
4448544,"6.6
"
4448702,"6.5
"
4448790,"4.5
"
4448998,"0
"
4449163,"6.8
"
4449389,"7.4
"
4449455,"6
"
4449545,"6.1
"
4449655,"7.4
"
4449871,"7.3
"
4450082,"7.7
"
4450225,"6.3
"
4450303,"6
"
4450343,"4.8
"
4450452,"6.8
"
4450510,"7
"
4450652,"6.7
"
4450842,"6
"
4451010,"6.4
"
4451170,"6
"
4451361,"6.5
"
4451555,"5.8
"
4451631,"6.6
"
4451772,"7.6
"
4451933,"7
"
4452083,"5.4
"
4452235,"0
"
4452283,"0
"
4452352,"6.3
"
4452483,"6.3
"
4452575,"9
"
4452611,"7.8
"
4452654,"6.6
"
4452798,"7.4
"
4453020,"5.6
"
4453136,"7.3
"
4453245,"6.6
"
4453362,"7
"
4453514,"0
"
4453548,"7.5
"
4453670,"6
"
4453789,"6.6
"
4453980,"7.2
"
4454109,"5.3
"
4454301,"7.4
"
4454523,"7
"
4454634,"10
"
4454721,"7.6
"
4454783,"6
"
4454857,"8
"
4454966,"0
"
4455110,"5
"
4455187,"6.7
"
4455307,"6.4
"
4455480,"2.5
"
4455654,"5.8
"
4455782,"5.5
"
4455948,"6
"
4456094,"4.8
"
4456206,"0
"
4456319,"7.5
"
4456497,"5.8
"
4456641,"6
"
4456716,"4
"
4456900,"5.8
"
4457069,"6
"
4457294,"0
"
4457400,"4.3
"
4457507,"6.3
"
4457660,"5.2
"
4457864,"0
"
4458051,"4.6
"
4458270,"5.4
"
4458536,"6.1
"
4458680,"6.3
"
4458795,"0
"
4458957,"4.9
"
4459131,"1.4
"
4459309,"6.7
"
4459390,"6.5
"
4459546,"6.5
"
4459585,"8
"
4459688,"4.9
"
4459776,"3.2
"
4459878,"5.3
"
4459987,"4
"
4460131,"3.1
"
4460351,"0
"
4460409,"6.3
"
4460530,"3.7
"
4460646,"2.5
"
4460817,"7
"
4461130,"0
"
4461249,"3.6
"
4461432,"2
"
4461578,"7.1
"
4461690,"0
"
4461885,"7
"
4461965,"0
"
4462080,"5
"
4462157,"7
"
4462339,"6
"
4462479,"6.1
"
4462670,"3.3
"
4462779,"8
"
4462821,"6.7
"
4462969,"5.5
"
4463119,"7.3
"
4463230,"7.4
"
4463406,"10
"
4463581,"4
"
4463808,"0
"
4463919,"4
"
4464034,"7.3
"
4464185,"4
"
4464336,"2.5
"
4464494,"0
"
4464665,"5
"
4464814,"6.3
"
4464928,"5.7
"
4465062,"0
"
4465170,"4.7
"
4465312,"4.8
"
4465416,"6.3
"
4465603,"6.2
"
4465764,"5.4
"
4465905,"4
"
4466075,"8
"
4466224,"6.5
"
4466330,"7.1
"
4466530,"7
"
4466730,"4.8
"
4466967,"4.3
"
4467079,"3.5
"
4467151,"5.3
"
4467259,"8
"
4467443,"0
"
4467597,"7.9
"
4467829,"7.6
"
4467952,"4
"
4468158,"5.8
"
4468285,"0
"
4468445,"6.2
"
4468655,"5.3
"
4468885,"5.4
"
4469069,"5.4
"
4469182,"6.8
"
4469322,"5.7
"
4469433,"6.3
"
4469561,"2.8
"
4469712,"5.4
"
4469935,"5.6
"
4470107,"4.1
"
4470250,"5
"
4470386,"7
"
4470569,"5.2
"
4470705,"5.3
"
4470888,"3.8
"
4471037,"6.6
"
4471130,"7.1
"
4471244,"7.3
"
4471351,"6
"
4471687,"5
"
4471876,"5.5
"
4471949,"5.5
"
4472153,"5.3
"
4472275,"6.5
"
4472452,"6.7
"
4472563,"5.8
"
4472742,"3.5
"
4472888,"5
"
4473066,"6.3
"
4473362,"5.2
"
4473499,"1
"
4473668,"3.3
"
4473853,"4.5
"
4473966,"5.9
"
4474075,"5.8
"
4474192,"5.5
"
4474344,"5.6
"
4474598,"5.3
"
4474718,"6.5
"
4474859,"6.5
"
4475059,"0
"
4475170,"6.3
"
4475297,"4
"
4475443,"5
"
4475546,"8.2
"
4475691,"6.2
"
4475864,"6.5
"
4476083,"7
"
4476181,"7.1
"
4476333,"6
"
4476449,"7.2
"
4476576,"6.7
"
4476739,"7.4
"
4476882,"5.3
"
4477048,"6.7
"
4477191,"8
"
4477423,"6.4
"
4477504,"6.5
"
4477655,"6.7
"
4477832,"6.2
"
4477983,"6.1
"
4478119,"6
"
4478254,"6.2
"
4478468,"5.4
"
4478603,"5
"
4478778,"5.8
"
4478902,"6.9
"
4479249,"5.6
"
4479467,"0
"
4479645,"0
"
4479800,"7.6
"
4479961,"7.9
"
4480136,"7.5
"
4480284,"7.5
"
4480407,"7.3
"
4480541,"8
"
4480774,"5
"
4480887,"6.8
"
4481007,"6.2
"
4481173,"5
"
4481289,"7.3
"
4481474,"7.6
"
4481616,"7.1
"
4481730,"6
"
4481921,"7.8
"
4481965,"5
"
4482039,"6.9
"
4482121,"0
"
4482278,"5
"
4482373,"4.3
"
4482480,"8
"
4482560,"4.5
"
4482682,"0
"
4482759,"0
"
4482832,"7.1
"
4483010,"7.1
"
4483096,"0
"
4483132,"0
"
4483240,"6.3
"
4483421,"5
"
4483554,"6.6
"
4483722,"5
"
4483760,"0
"
4483831,"0
"
4483886,"5
"
4484005,"6
"
4484085,"8
"
4484164,"10
"
4484466,"7.8
"
4484604,"5
"
4484785,"5.2
"
4484893,"6.6
"
4485121,"5.6
"
4485240,"5.7
"
4485405,"6.2
"
