Primary_key,id
92493,9607
92701,17585
92910,9057
93053,20967
93263,10635
93465,9479
93658,10057
93838,11969
94147,41590
94318,319
94561,26408
94706,15139
95085,161158
95225,218473
95278,85247
95444,11446
95594,51980
95734,24405
95872,11655
96077,11800
96223,8223
96353,14587
96548,31504
96693,41653
96802,53185
97016,95743
97159,23637
97310,17600
97455,10897
97637,349394
97703,21352
97868,68806
98034,37345
98240,32562
98391,47507
98600,25403
98866,124304
98984,9066
99221,771
99359,251
99588,812
99854,280
100088,581
100264,80350
100438,268
100610,274
100789,408
100982,10020
101274,10895
101416,114
101638,41043
101856,576
102080,15477
102222,59146
102410,124472
102457,30528
102600,7300
102742,10824
102868,261246
103004,275
103164,25059
103354,11827
103544,8766
103733,23570
103878,47333
104059,54850
104184,51242
104335,10112
104545,4307
104698,46029
104837,32308
104969,88893
105189,52873
105305,123505
105386,340210
105558,44281
105722,28121
105947,12520
106149,1592
106390,166901
106460,36447
106602,19042
106854,38884
107140,47449
107252,36259
107435,41852
107575,40926
107706,9099
107845,2021
108016,61752
108119,10988
108320,11479
108537,398959
108671,287305
108759,339428
108868,12652
109025,10684
109234,954
109495,68445
109755,18989
109898,10801
110008,54285
110192,8840
110300,278978
110420,124625
110574,11107
110747,16417
110924,70934
110964,10363
111215,161070
111382,10539
111573,10543
111739,18414
111865,47502
112028,11902
112362,27098
112617,25087
112759,5801
112877,896
112995,3065
113168,318177
113244,2300
113475,8069
113591,288173
113807,187851
113944,27768
114064,221917
114215,8072
114395,35797
114548,88030
114762,185191
114804,83857
114969,33245
115124,124460
115265,27281
115525,105045
115665,40001
115842,29621
116048,117730
116208,20762
116392,37144
116563,48260
116767,12656
116972,38867
117116,277270
117162,25969
117360,44103
117623,753
117722,43634
117930,9103
118068,90214
118203,29649
118310,10990
118487,8866
118644,12233
118823,23449
118932,36355
119072,37667
119273,90148
119429,922
119634,11876
119894,52633
120068,62364
120214,11687
120396,9304
120575,73183
120678,131232
120819,9100
121016,20759
121162,46063
121300,365371
121362,32513
121537,40651
121766,36915
121943,40507
122188,9802
122357,25697
122478,21588
122716,664
122880,11867
123026,47119
123131,314352
123236,9323
123425,10280
123561,10535
123696,124613
123840,532
124014,26744
124224,16299
124365,10547
124578,245268
124726,935
124946,55613
125180,215107
125227,41007
125406,35645
125543,110465
125678,255546
125861,40751
126056,275096
126089,85778
126220,11101
126433,9826
126573,9879
126739,63564
126891,22621
127026,7095
127195,26890
127309,46732
127482,124633
127638,202425
127786,196940
127827,77771
128055,181083
128162,41225
128463,188589
128498,87190
128670,627
128806,32872
128996,602
129180,14553
129325,9566
129492,10545
129719,9894
129889,11543
129993,9268
130189,52059
130269,9327
130489,123763
130642,81949
130866,42005
130952,124306
131015,183955
131090,44535
131232,44495
131347,78285
131478,11228
131648,10779
131790,26748
132003,38223
132177,9294
132387,49963
132566,11363
132752,1645
132920,31546
133032,77056
133184,36344
133290,18550
133453,11511
133660,172198
133737,34170
133883,281085
133966,109478
134135,124645
134270,12606
134386,69895
134461,35206
134611,151489
134746,4837
134965,12632
135108,9098
135250,282919
135314,124614
135425,18975
135655,11962
135828,2925
135944,28628
136113,3595
136247,9308
136359,92381
136466,18555
136631,12123
136843,10830
137011,3573
137174,10546
137398,18862
137538,31417
137717,9431
137899,124619
137964,297645
138052,48144
138146,46986
138363,144982
138473,47907
138617,10061
138835,36266
138972,549
139146,10478
139313,66634
139444,116690
139565,213917
139681,145925
139763,100914
139807,238
140022,159
140164,11134
140500,88224
140636,132641
140737,42758
140815,9303
141010,23945
141147,37820
141261,22479
141461,9054
141602,241058
141744,11985
141854,10232
141964,59569
142087,410921
142216,38955
142398,110513
142535,114089
142599,11015
142770,9306
142961,12559
143183,58770
143329,124851
143368,3587
143533,10723
143736,56077
143910,19004
144130,101230
144244,253632
144313,10987
144477,44705
144689,20318
144901,43596
145039,79782
145174,26933
145316,27854
145573,981
145724,872
145904,2769
146197,13320
146368,164
146591,426
146760,567
146930,3078
147081,13528
147279,28288
147541,213
147689,284
147860,239
148003,4808
148328,289
148589,963
148766,11113
148973,6620
149180,804
149363,26531
149539,909
149720,630
149898,770
150074,31044
150216,599
150326,15
150462,62
150699,121357
150889,705
151036,22490
151213,223
151389,25670
151655,303
151824,4174
151994,8356
152270,381
152550,20758
152803,29376
152988,1859
153127,18299
153350,17281
153559,64382
153713,10907
153905,32093
154187,1939
154320,22292
154508,3598
154795,3080
155005,198
155148,13562
155332,1712
155534,220
155640,3529
155810,3085
155950,2897
156291,1585
156469,3083
156622,900
156767,43795
156911,85638
157025,50001
157236,43905
157348,22688
157530,23114
157681,26378
157894,40206
158078,22356
158230,260
158402,43488
158586,22613
158798,10331
158919,488
159180,22733
159487,261
159636,57575
159830,32574
160003,22657
160244,76464
160364,22649
160542,176841
160689,125587
160760,39448
160957,52855
161106,39940
161242,172868
161283,85328
161463,124632
161570,11076
161775,63945
161910,58985
162085,890
162195,10861
162369,1770
162511,44465
162658,2033
162793,18203
162898,9333
163101,47260
163265,9400
163429,9401
163621,12241
163827,25739
163892,161806
163932,11306
164076,9625
164310,10680
164519,6346
164693,18660
164886,35115
165163,14821
165391,14136
165657,10869
165870,22660
166038,19186
166183,31102
166292,6878
166521,15944
166665,18444
166858,20723
167031,173
167228,864
167464,24795
167800,11224
168008,81310
168209,15947
168478,9078
168632,29682
168813,8367
168941,433
169112,11360
169250,11114
169457,12335
169740,12092
169954,10948
170168,11229
170333,15121
170629,562
170845,10163
171031,48862
171177,117036
171297,47199
171439,11159
171549,9591
171692,30500
171853,41843
172040,55058
172191,10938
172366,11412
172580,10586
172706,42314
172827,27845
173006,108365
173157,23223
173293,49471
173401,38153
173584,25147
173756,9716
173942,43777
174085,454
174227,10218
174366,819
174529,38191
174637,56830
174696,11238
174893,27256
175014,31530
175233,66473
175414,28120
175613,1834
175820,26282
176084,37218
176288,252
176534,116356
176697,16372
176807,11561
177016,11302
177153,623
177383,583
177491,12614
177711,21711
177850,11575
178035,475
178174,11331
178324,521
178500,21202
178584,88
178756,500
178896,792
179104,8491
179219,402
179363,10537
179500,11386
179706,9504
179882,15764
180234,601
180462,67365
180587,25842
180762,2119
180876,744
181042,136311
181185,221
181300,702
181418,25750
181553,17642
181668,427043
181782,146341
181978,9305
182092,37616
182201,11112
182311,21612
182488,141210
182587,102461
182699,36998
182809,200383
183052,116844
183153,1630
183274,26626
183381,124837
183463,11816
183573,11843
183762,10379
183937,2756
184147,790
184249,1103
184405,11298
184542,4480
184696,4481
184812,49688
184925,10765
185036,762
185306,44497
185449,85588
185482,278621
185596,99479
185693,55049
185849,124829
185948,79306
186058,356054
186098,10548
186218,531
186397,104931
186703,4483
186954,18919
187157,31556
187303,26167
187407,26174
187581,61461
187706,117500
187822,218713
187865,217802
187904,127973
188015,659
188355,30892
188658,86369
188759,8074
188914,124676
188985,38554
189090,49763
189195,41326
189309,36555
189441,10608
189578,11216
189724,7452
189891,64567
190040,892
190220,1600
190457,26561
190643,975
190859,18129
190996,54405
191139,150823
191247,409
191550,38251
191814,10161
191950,1412
192071,41768
192179,10409
192397,14285
192579,2469
192789,10174
192987,31225
193105,510
193230,11455
193338,1891
193530,2493
193775,85
194135,68
194275,679
194478,429
194607,13446
194745,389
194851,947
195145,185
195295,595
195439,28
195696,335
195820,1892
196007,144
196263,1092
196493,769
196667,348
196910,766
197082,175
197338,11645
197500,10835
197795,539
197957,525
198161,240
198426,600
198614,530
198863,10705
199133,279
199416,3109
199628,311
199861,1578
199967,703
200175,9549
200362,1398
200542,387
200850,9277
201013,343
201187,37291
201318,490
201459,11235
201593,218
201774,763
201908,9665
202009,18971
202170,696
202337,379
202616,207
202728,37247
202836,1480
203046,9322
203270,826
203549,422
203800,829
204092,828
204426,3090
204647,9964
204852,3063
204957,13667
205111,694
205249,235
205383,832
205567,765
205735,5925
206100,11778
206376,4485
206652,137
206937,33
207042,982
207196,8428
207339,212
207523,105
207740,1633
207885,11202
208048,1554
208254,149
208399,8009
208569,903
208706,11673
208917,3034
209111,339
209410,10404
209529,914
209684,756
209855,288
209960,910
210161,2640
210367,16633
210585,665
210780,11031
210927,11314
211074,15143
211226,89
211476,10322
211613,783
211795,10644
211957,11257
212146,14370
212288,12104
212407,625
212737,8816
212878,830
213062,2323
213203,983
213355,642
213615,655
213723,10341
214112,639
214293,266022
214380,168450
214459,30180
214598,31388
214746,41801
214894,66034
215091,348138
215235,96288
215312,61536
215426,18762
215567,331367
215609,8077
215782,814
215937,41671
216104,27214
216245,52263
216363,33519
216488,16235
216614,11449
216793,41848
216951,25944
217065,24913
217211,49126
217411,32076
217685,571
217789,8851
217933,37843
218111,32146
218250,30346
218396,6114
218721,229
218877,13549
218989,9529
219154,1598
219288,11349
219425,7340
219557,6217
219753,377
219873,653
219968,28198
220083,794
220297,31640
220468,8744
220640,25189
220824,145
220970,2212
221200,199
221422,7863
221555,12498
221662,9279
221809,53234
222047,17204
222230,21539
222554,85589
222691,12709
222861,20539
223000,11674
223144,199512
223221,64900
223449,1573
223628,152
223828,174
224066,172
224297,154
224528,157
224809,168
225014,364
225154,11967
225383,9086
225526,621
225631,9037
225863,10173
226008,55687
226201,168535
226317,8845
226456,46681
226647,578
226811,579
226944,17692
227081,17795
227226,75
227446,13891
227584,9390
227795,378
227934,10896
228067,2322
228317,41240
228436,26949
228620,9819
228769,49799
228882,31908
229030,46027
229179,3179
229379,1802
229560,4232
229722,9361
230041,2928
230247,30285
230456,10549
230558,58102
230740,18451
230890,27265
230993,49935
231159,8818
231363,36758
231556,36040
231694,74239
231871,9415
232104,55146
232309,303693
232514,12145
232659,42424
232900,34314
233068,2892
233173,9404
233631,85242
233787,9622
233932,8860
234157,197537
234298,66597
234449,14832
234562,9619
234735,40506
234841,31000
235020,4104
235234,26306
235375,203829
235457,43775
235662,14908
235836,784
236087,12489
236252,168283
236333,16448
236481,55936
236638,17894
236797,28059
236931,58911
237109,17949
237242,1968
237414,61563
237641,66
237850,20735
238035,11419
238144,333165
238218,25796
238436,638
238607,25624
238742,9366
238994,60083
239107,21915
239214,90928
239330,50091
239429,18420
239643,19952
239782,9446
239926,28005
240114,9403
240252,27322
240422,10003
240713,9311
240987,11844
241120,884
241325,49806
241499,1624
241604,88423
241746,16052
241889,4477
242060,24662
242311,18423
242446,76996
242604,6499
242897,50512
243040,9405
243187,12723
243338,9360
243507,9434
243718,118991
243889,21626
244023,13982
244213,93946
244320,77223
244450,31465
244584,12793
244725,102878
244836,105763
245147,9611
245360,47694
245540,10357
245826,9977
245977,816
246184,2163
246350,124680
246601,16399
246773,124843
246872,31017
247122,24645
247227,49478
247448,12499
247590,18
247917,68545
248000,1811
248172,109614
248315,60082
248450,105045
248590,53023
248730,64802
248897,11239
249106,50850
249277,15321
249452,2058
249598,9450
249768,125021
249816,330
250013,38523
250152,16375
250385,33660
250520,59232
250630,45671
250832,17770
251020,15170
251188,1701
251352,201445
251391,26422
251791,124642
251938,1639
252165,49235
252255,106129
252399,291634
252438,107743
252588,415
252757,47686
252875,65889
253051,11103
253196,11970
253555,34941
253684,407992
253830,8874
254067,17991
254289,11956
254407,266
254632,754
254874,37567
255008,43771
255180,124834
255282,249358
255398,111367
255570,607
255821,18080
255962,38225
256074,17834
256281,686
256455,65046
256630,4421
256762,9387
256941,10603
257199,2142
257361,8413
257581,10336
257847,20737
258013,9413
258200,14585
258347,18519
258511,49462
258619,8834
258826,9458
259001,8854
259175,38295
259352,22073
259484,37244
259694,4961
259899,9416
260067,26180
260242,17832
260461,9772
260648,6072
260831,1669
261062,468
261210,32519
261323,108401
261500,10806
261639,9433
261893,6623
262202,2118
262408,978
262584,9437
262829,29461
263005,56651
263210,10351
263317,66588
263429,2649
263691,14289
263895,10155
264000,75250
264141,20457
264286,18355
264460,33657
264609,55306
264716,68924
264825,36434
264928,2255
265098,28353
265257,9427
265367,172545
265509,17589
265679,3597
265871,1813
266287,36797
266466,12628
266752,33344
266894,25099
267026,45019
267215,63437
267366,62422
267517,782
267770,29911
267986,9827
268162,1959
268309,251481
268420,8067
268702,125052
268879,45153
268986,10871
269191,14398
269329,10890
269548,99002
269660,1281
269760,32332
269900,9770
270065,12616
270176,34838
270511,14905
270767,14583
271006,11975
271176,4995
271284,9281
271519,45928
271656,563
271873,61337
272012,19931
272263,31535
272381,10215
272585,9823
272779,37165
272920,45609
273112,38904
273255,45565
273403,9407
273611,4824
273857,9444
274086,9414
274300,8078
274485,29938
274634,11831
274842,2895
274948,39177
275086,19601
275251,124606
275350,42832
275457,22797
275638,2639
275783,9574
275959,10371
276076,489
276187,167738
276256,293820
276285,9714
276465,102406
276536,170430
276638,8197
276866,6283
277004,279698
277047,49728
277217,64562
277296,4233
277433,191874
277552,10217
277708,438108
277826,597
278202,714
278553,52537
278656,12799
278798,62394
278920,9922
279101,547
279248,25994
279360,184
279530,9746
279706,9438
279844,115
280114,26941
280325,27103
280468,9410
280645,32302
280923,216794
281060,88863
281226,154821
281269,41417
281440,12538
281623,586
281796,2666
281944,46338
282119,54007
282330,11258
282438,9490
282614,9411
282807,25719
282978,9033
283192,11220
283421,21253
283709,6116
283941,9457
284201,281289
284298,43911
284477,39424
284660,44361
284776,11702
285078,2923
285328,12238
285504,11568
285757,41577
286001,66894
286102,11003
286251,10153
286364,49645
286491,47112
286742,102732
286843,30949
287161,2898
287309,9558
287493,83593
287601,320011
287738,26269
287936,11808
288107,6970
288319,47452
288512,18205
288620,36943
288732,21736
288874,17941
289006,10668
289236,9313
289418,42807
289588,617
289696,36568
289871,37272
290020,5910
290155,9440
290294,53092
290442,32911
290611,44308
290803,124821
290902,32456
291051,93350
291226,62695
291306,32144
291451,17127
291637,40688
291816,17133
292042,19848
292154,17644
292278,1774
292390,30265
292573,2157
292756,70581
293001,8838
293199,29193
293409,795
293621,16980
293803,27472
293991,47881
294158,9469
294264,12488
294382,98499
294454,81367
294652,267
294823,16148
295023,21252
295131,73135
295235,9449
295471,6264
295615,90414
295773,188870
295957,215373
296098,78149
296284,15513
296429,31220
296607,13907
296756,29825
296972,10622
297236,30020
297350,17139
297645,34582
297783,10216
297960,9771
298129,24560
298237,76330
298468,9448
298670,38618
298824,18316
298995,78373
299176,77514
299339,49474
299507,4415
299794,39467
299969,55561
300108,8656
300278,209345
300314,58680
300448,35161
300562,35796
300667,18937
300911,929
301257,9452
301390,1878
301578,9844
301722,40505
301866,14342
302070,9715
302210,26610
302413,20064
302556,40961
302693,1965
302912,312
303020,6068
303328,15037
303505,50043
303677,37636
303815,17044
303987,60951
304137,21334
304317,416437
304353,32284
304535,51955
304776,37410
304912,47481
305070,53765
305213,10674
305426,136134
305598,846
305779,12655
305946,3050
306121,1389
306292,11020
306517,20862
306656,108548
306866,9464
307065,95
307320,944
307650,35680
307817,11551
308184,473
308345,102304
308450,544
308607,10513
308767,28966
308960,65203
309139,143
309413,42861
309590,33680
309731,56164
309836,12311
310122,43277
310302,43278
310420,34106
310623,43266
310782,27367
310994,17661
311164,28580
311276,887
311462,33667
311613,23383
311715,25430
311829,27191
312055,11426
312236,654
312374,15919
312509,1725
312678,5769
312881,874
313148,10633
313362,17917
313528,3116
313679,1051
313899,1366
313999,12102
314112,16619
314223,9443
314407,11050
314552,606
314699,746
315010,380
315153,403
315371,11485
315550,466
315653,13820
315859,15389
315995,13597
316168,2108
316311,10014
316458,10072
316630,10131
316804,10160
316977,11284
317170,4488
317281,9725
317429,9728
317581,9730
317784,9731
317944,10225
318142,10281
318310,10283
318487,948
318623,11281
318764,10676
318966,11357
319135,11361
319305,36599
319475,39929
319599,41828
319787,41769
319919,10585
320060,11186
320241,11187
320454,609
320560,11133
320719,10306
320863,9552
321248,11586
321515,11587
321734,941
321964,942
322240,943
322474,927
322679,928
322860,9340
323169,9342
323315,38509
323455,60033
323642,12101
323827,19
323972,165
324199,196
324427,551
324577,16084
324751,17984
324948,22328
325144,32611
325331,3170
325497,346
325636,859
325782,841
325995,11051
326118,242
326415,1411
326554,9769
326687,9424
326875,9835
327061,857
327357,17539
327517,44322
327638,22777
327791,20173
327943,10957
328061,9570
328277,16249
328456,13962
328597,14612
328705,19378
328899,65157
329035,29228
329195,19379
329364,11164
329615,18887
329886,40866
330071,24736
330215,10122
330411,24816
330629,9994
330816,25445
331031,12129
331285,14140
331580,10439
331752,11158
331978,9354
332206,28736
332417,34774
332635,37969
332790,9631
333056,9820
333272,14013
333380,36606
333496,96196
333639,98505
333751,1779
333893,10849
334079,678
334253,907
334471,5961
334760,47908
334877,42121
335053,2887
335170,11974
335339,20348
335473,26648
335585,11911
335768,793
335967,35144
336174,9325
336354,43037
336588,10340
336739,10144
336932,10414
337078,10437
337294,15300
337462,12230
337688,13380
337879,10693
338115,11335
338346,11135
338763,11319
338972,14822
339202,15969
339421,13155
339597,10249
339813,15943
339998,10882
340211,24808
340405,19762
340583,13850
340732,2619
340940,65158
341094,53565
341210,41841
341319,27332
341418,97
341589,10419
341727,11675
341870,2107
342070,6471
342172,9442
342326,11591
342520,13697
342628,19158
342769,227
342905,87
343101,123
343313,9314
343502,11336
343730,9980
343942,10657
344082,10489
344254,10823
344547,11497
344791,2907
344965,9454
345154,8688
345332,118452
345451,16155
345585,48894
345774,23954
345988,12761
346169,396
346332,14367
346548,11814
346723,16081
347042,18331
347307,15171
347444,11837
347620,11704
347831,11639
347986,4978
348196,10380
348396,11976
348574,15144
348720,11522
348831,11557
348974,13853
349128,11415
349260,37530
349482,8393
349672,11937
349866,21661
350020,9320
350130,33644
350318,14662
350466,125124
350545,115872
350753,39930
350950,10692
351171,805
351343,34584
351555,34636
351830,2182
352026,28070
352269,77469
352419,10278
352599,36647
352777,17915
352952,14557
353067,9417
353244,41469
353422,19381
353533,34637
353789,4011
353927,161795
354065,1580
354258,5854
354426,573
354620,2370
354944,5780
355205,506
355440,22527
355693,574
356069,11219
356253,30159
356508,845
356725,1978
356835,3682
356964,51942
357150,46702
357305,54795
357451,46748
357632,847
357795,117
357997,14577
358104,37498
358316,38621
358495,59138
358608,28047
358806,4175
358916,31667
359090,13321
359306,21734
359480,31997
359617,24197
359764,11462
359905,31995
360045,940
360315,2762
360457,12684
360597,2761
360748,8208
360900,52907
360986,15007
361163,36049
361337,52748
361446,75793
361590,47695
361706,31930
361845,20213
361912,543
362076,36054
362182,143750
362295,52782
362403,36055
362542,36056
362606,2760
362799,64398
362914,10220
363142,431
363356,31641
363509,223318
363555,69848
363757,22796
363927,22256
364037,37550
364252,37916
364457,21873
364598,21500
364729,84116
364844,12626
365018,37818
365163,3525
365374,129628
365484,2321
365661,2028
365835,16384
366013,91217
366124,77314
366167,10699
366362,11597
366532,218624
366634,47947
366752,48311
366897,44772
367104,14347
367333,41090
367464,18282
367673,18169
367852,11082
368061,5971
368310,11933
368457,20096
368719,30815
368866,881
368974,4478
369086,22318
369232,53113
369376,2109
369572,122289
369681,24746
369869,72987
370037,193103
370183,8195
370466,9877
370647,26618
370846,21132
371016,11855
371117,24016
371387,14785
371573,14794
371713,3486
371873,11071
372048,1091
372264,10403
372400,11337
372577,162
372755,25723
372904,73351
373008,8916
373205,28134
373314,9429
373432,12159
373613,27791
373721,43106
373841,30197
373991,10156
374196,10377
374337,3121
374473,4975
374659,37532
374719,9713
374852,134368
374931,85837
375096,1039
375239,9821
375374,4437
375562,1890
375755,1955
375897,39437
376032,11932
376174,6435
376345,108316
376455,10683
376636,63709
376776,9445
376952,2657
377121,9425
377294,32326
377406,637
377628,8675
377773,125762
377814,20701
378038,9945
378302,73
378413,18603
378552,46889
378727,12888
378857,3033
379008,9882
379291,10663
379400,4518
379577,1808
379719,3600
379917,17037
380073,297
380245,5332
380357,21589
380529,8336
380668,11893
380808,123056
380950,12223
381138,32081
381352,14924
381523,10002
381691,41817
381874,19426
381988,12560
382127,9798
382302,14444
382452,9487
382659,9466
382791,666
382903,2042
383140,10162
383359,309
383546,692
383714,24018
383854,1678
384032,39256
384361,1680
384552,244
384748,10730
384886,31947
385028,8130
385147,11532
385365,9749
385529,14628
385700,9626
385867,13698
386000,10466
386144,707
386318,11954
386568,9336
386707,10157
386873,12118
387033,10587
387195,11825
387361,11895
387521,9447
387764,12257
387934,37536
388041,10029
388214,27104
388375,11252
388543,8545
388680,10223
388850,9745
389049,200
389272,9837
389566,11545
389821,1934
389971,110643
390079,11881
390230,13764
390486,24951
390655,8879
390794,1369
391058,1368
391260,1370
391506,10303
391766,9326
392061,10328
392233,11285
392417,1367
392520,1371
392624,1374
392727,1375
392829,15196
393066,11904
393373,215875
393457,15596
393611,13818
393780,29968
393957,44326
394093,1885
394202,8856
394452,10495
394611,5825
394744,9489
394889,16885
395055,76857
395169,8741
395388,9276
395568,9822
395819,39314
396107,10312
396242,9441
396378,9422
396487,125582
396601,24525
396737,10368
396998,11365
397130,140897
397334,31662
397440,36136
397620,1363
397827,46992
397972,825
398082,22913
398265,15556
398409,28902
398546,14709
398717,9423
398932,14443
399127,10658
399353,6917
399488,40729
399609,24086
399828,11815
400043,9426
400186,10344
400404,15698
400606,2620
400780,30497
400905,16337
401031,25018
401200,16780
401403,12151
401515,25438
401658,33278
401849,274253
402028,192
402245,10945
402426,10013
402638,9671
402783,9396
402931,11038
403067,12278
403172,11873
403327,18588
403494,10015
403737,12715
403944,8388
404167,45712
404360,6187
404469,8129
404612,1618
404790,10722
405038,296543
405074,10314
405219,125548
405366,47139
405556,11167
405696,170187
405733,2112
405926,16172
406084,111794
